taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Aloe pluridens Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,100000,,>20,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe pratensis Baker,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,125000,,>20,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloe pretoriensis Pole-Evans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,71000,,>10,Herb;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe prinslooi I.Verd. & D.S.Hardy,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,NT,A2e,Stable,500,,,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloe pruinosa Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,VU,"B1ab(ii,iii,v)",Decreasing,1000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe reitzii Reynolds var. reitzii,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,NT,B1ab(iii),Decreasing,7700,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe reitzii Reynolds var. vernalis D.S.Hardy,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,CR,B1ab(v)+2ab(v),Decreasing,<1,,1,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe reynoldsii Letty,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,R,,Stable,120-300,,>5,Dwarf shrub;Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloe rupestris Baker,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,32000,,>20,Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe saundersiae (Reynolds) Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,<20,1000-2000,2,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe sharoniae N.R.Crouch & Gideon F.Sm.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Decreasing,24691,,>10,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe simii Pole-Evans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,CR,"B2ab(ii,iii,iv,v)",Decreasing,<640,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe soutpansbergensis I.Verd.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,R,,Stable,20-240,,>10,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloe speciosa Baker,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,87000,,>20,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe spectabilis Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,5682,,,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe spicata L.f.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,103000,,>30,Shrub;Succulent;Tree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe striata Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,165000,,>50,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe subspicata (Baker) Boatwr. & J.C.Manning,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,,,,,,,Geophyte;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe succotrina Lam.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,1800,,>10,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe suffulta Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,8000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe suprafoliata Pole-Evans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,13800-25000,,>10,Dwarf shrub;Herb;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe thompsoniae Groenew.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,R,,Stable,<100,,>10,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe thorncroftii Pole-Evans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,NT,D2,Stable,231,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe thraskii Baker,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,NT,A2c,Decreasing,3233,,>10,Shrub;Succulent;Tree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloe transvaalensis Kuntze,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vanbalenii Pillans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,11400,,>10,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vandermerwei Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vanrooyenii Gideon F.Sm. & N.R.Crouch,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,2000,,>10,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe verecunda Pole-Evans,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,120000,,>20,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vogtsii Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,NT,B1ab(iii)+2ab(iii),Decreasing,147,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vossii Reynolds,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,DDT,,Unknown,1000,,20,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe vryheidensis Groenew.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,DDT,,Decreasing,>20000,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloe zebrina Baker,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.",,LC,,Stable,>100000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Aloidendron pillansii,"AGR: The localites of this species are already well known!  Anyone wanting to collect it can do so at any of the sites.  Keeping the localities secret will not help this species!  More vigilance is required, not more secrecy: REMOVE!
LVS: This species is on CITES  App I. Although we do not have data indicating that harvesting is a major threat, for CITES it would have been listed with good reason? According to Michele Pfab A. pillansii is traded in moderate volumes. Tony: we capture NEMBA and CITES information in the conservation table in our database, not with the threats.","Namibia:
Mining (Rosh Pinah) - there may be effects from blasting and chemicals (slimes dam blows into the distribution level).
Collection - for horticulture (verbal reports).
Little recruitment has been observed - suspected to be due to climate change",EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,302,<3000,42371,Succulent;Tree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Aloinopsis acuta,"JEV: REMOVE!
LVS: DDTs should not be on the list.",No threats known although it may be grown  and therefore possibly collected by some collectors.,DDT,0,Unknown,0,0,0,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros albidiflora Poelln.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros albissima Marloth,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros arachnoides (Haw.) Sims,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros baeseckei Dinter,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros bayeriana S.A.Hammer,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,2107,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros comptonii Pillans,"LVS: Rare succulent, moderate volumes of trade records on CITES. Michele recommends not publishing localities.","Threat Notes  N.A. Helme (2006): ""Threatened by succulent collectors and trampling by livestock.
 No other threat""

Threatened by succulent collectors.
 No other threat",VU,D2,Stable,1500,>10000,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros decapitata Burgoyne & J.van Thiel,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,VU,D2,Stable,50-100,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros filamentosa (Haw.) Sims subsp. filamentosa,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,377600,,>100,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros filamentosa (Haw.) Sims subsp. tomentosa (A.Berger) Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros gariepensis (G.Will.) Snijman,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,61,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros herreana Poelln.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,55,,3,Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Anacampseros hillii G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros lanceolata (Haw.) Sweet subsp. lanceolata,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros lanceolata (Haw.) Sweet subsp. nebrownii (Poelln.) Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,>20000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros mallei (G.Will.) G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,R,,Stable,<100,,3,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros marlothii Poelln.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros namaquensis H.Pearson & Stephens,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,42000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros papyracea E.Mey. ex Fenzl subsp. namaensis Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros papyracea E.Mey. ex Fenzl subsp. papyracea,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros perplexa (G.Will.) Snijman,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros pisina G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,DDD,,Unknown,<50,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros prominens G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros quinaria E.Mey. ex Fenzl,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros recurvata Schanland subsp. buderiana (Poelln.) Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,7,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros recurvata Schanland subsp. minuta Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,DDD,,Unknown,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros recurvata Schanland subsp. recurvata,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros retusa Poelln.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros retusa Poelln. forma parva,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros retusa Poelln. forma rubra,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros retusa Poelln. subsp. lanuginosa G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,NE,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros retusa Poelln. subsp. retusa  var. retusa,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,NE,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros rufescens (Haw.) Sweet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,>20000,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros scopata G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,R,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros subnuda Poelln. subsp. lubbersii (Bleck) Gerbaulet,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,1432,,15,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros subnuda Poelln. subsp. subnuda,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros telephiastrum DC.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros ustulata E.Mey. ex Fenzl,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros vanthielii G.Will.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Anacampseros variabilis Poelln.,"LVS: maybe block all species
AGR: All the Anacampseros I know are quite widespread: cannot support this - grazing is a much much larger threat.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Ansellia africana,"LVS: I have my doubts about putting species with status Declining on the list, particularly when some Critically Endangered species above are treated so carelessly - I don't see the logic in that. Declining species should still be far away from imminent extinction.This species is targeted, but mainly for medicinal use and it is very common and widespread across Africa.  ","This species is declining severely across its range due to over-collecting for commercial purposes, and harvesting for medicinal use (Cunningham 1988; von Ahlefeldt 2003; Williams 2007). Local extirpations occurring, especially in communal areas (N.R. Cro",LC,0,Decreasing,232800,0,>50,Epiphyte;Herb;Succulent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Avonia confusa G.Will.,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Avonia grisea G.Will.,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Avonia lavbleckiana G.Will. subsp. lavbleckiana,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,VU,D2,Stable,<20,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Avonia lavbleckiana G.Will. subsp. major G.Will.,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,VU,D2,Stable,<20,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Avonia rhodesica (N.E.Br.) G.D.Rowley,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,LC,,Stable,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Avonia ruschii (Dinter & Poelln.) G.D.Rowley,"LVS: maybe block all species, this genus contains many rare and range restricted taxa
AGR: I don’t know Avonia.",,LC,,,,,,Herb;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
